渔船ID,坐标X,坐标Y,速度,方向,时间,作业类型,海域
浙渔5991,514.12,172.41,5.9,59,2025-06-25 10:00:00,拖网,东海近海
浙渔5991,514.02,169.67,3.3,249,2025-06-25 10:35:00,拖网,东海近海
浙渔5991,514.5,167.51,3.4,238,2025-06-25 10:56:00,拖网,东海近海
浙渔5991,517.21,170.13,2.4,265,2025-06-25 11:26:00,拖网,东海近海
浙渔5991,516.26,171.17,4.2,33,2025-06-25 12:01:00,拖网,东海近海
浙渔5991,514.08,172.59,5.4,271,2025-06-25 12:27:00,拖网,东海近海
浙渔5991,514.13,172.56,2.2,296,2025-06-25 12:59:00,拖网,东海近海
浙渔5991,517.05,174.79,5.9,143,2025-06-25 13:34:00,拖网,东海近海
浙渔5991,515.04,171.94,2.5,160,2025-06-25 14:05:00,拖网,东海近海
浙渔5991,515.34,173.11,3.2,203,2025-06-25 14:35:00,拖网,东海近海
浙渔5991,512.81,172.14,3.7,212,2025-06-25 15:00:00,拖网,东海近海
浙渔5991,513.54,173.49,4.3,60,2025-06-25 15:30:00,拖网,东海近海
浙渔5991,514.96,174.35,4.2,70,2025-06-25 15:59:00,拖网,东海近海
浙渔5991,515.5,175.45,2.0,139,2025-06-25 16:25:00,拖网,东海近海
浙渔5991,515.57,176.15,2.8,321,2025-06-25 16:58:00,拖网,东海近海
浙渔5991,513.17,177.48,5.6,37,2025-06-25 17:29:00,拖网,东海近海
浙渔5991,512.39,176.75,4.4,272,2025-06-25 17:57:00,拖网,东海近海
浙渔5991,513.57,177.41,5.3,248,2025-06-25 18:29:00,拖网,东海近海
浙渔5991,515.73,174.41,5.6,51,2025-06-25 19:00:00,拖网,东海近海
浙渔5991,516.29,173.64,3.0,169,2025-06-25 19:31:00,拖网,东海近海
浙渔5991,517.58,172.86,5.5,2,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,516.62,173.74,4.9,2,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,519.04,172.79,4.2,235,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,517.32,175.33,2.3,130,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,519.0,173.5,2.2,162,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,517.43,172.31,5.0,12,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,518.76,170.15,3.7,246,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,519.37,172.38,4.8,342,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,522.18,173.13,2.9,163,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,523.47,171.0,5.2,146,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,525.86,171.14,5.1,162,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,,,5.7,161,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,525.33,170.64,5.8,218,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,524.71,173.21,3.5,71,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,522.89,174.57,3.6,228,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,525.8,174.19,29.5,304,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,527.11,172.18,4.2,241,2025-06-25 20:00:00,拖网,东海近海
浙渔5991,528.93,170.37,3.9,108,2025-06-25 20:00:00,拖网,东海近海
粤渔3456,544.2,318.96,7.7,21,2025-06-20 03:57:00,流刺网,舟山群岛
粤渔3456,545.02,318.81,9.8,27,2025-06-20 04:25:00,流刺网,舟山群岛
粤渔3456,547.97,319.26,6.6,221,2025-06-20 05:05:00,流刺网,舟山群岛
粤渔3456,,,8.9,135,2025-06-20 05:29:00,流刺网,舟山群岛
粤渔3456,546.36,315.05,6.4,348,2025-06-20 06:02:00,流刺网,舟山群岛
粤渔3456,546.68,313.88,6.9,216,2025-06-20 06:33:00,流刺网,舟山群岛
粤渔3456,548.13,315.27,4.8,35,2025-06-20 06:55:00,流刺网,舟山群岛
粤渔3456,548.71,318.08,4.1,103,2025-06-20 07:34:00,流刺网,舟山群岛
粤渔3456,546.02,320.54,6.1,89,2025-06-20 07:57:00,流刺网,舟山群岛
粤渔3456,548.41,318.06,9.9,324,2025-06-20 08:35:00,流刺网,舟山群岛
粤渔3456,548.08,318.5,7.9,225,2025-06-20 08:57:00,流刺网,舟山群岛
粤渔3456,547.91,316.0,8.1,344,2025-06-20 09:27:00,流刺网,舟山群岛
粤渔3456,547.88,318.73,6.3,304,2025-06-20 09:58:00,流刺网,舟山群岛
粤渔3456,545.67,316.79,7.2,61,2025-06-20 10:31:00,流刺网,舟山群岛
粤渔3456,546.76,319.74,9.6,95,2025-06-20 10:56:00,流刺网,舟山群岛
粤渔3456,547.01,319.76,4.0,113,2025-06-20 11:28:00,流刺网,舟山群岛
粤渔3456,545.8,319.47,7.6,283,2025-06-20 12:02:00,流刺网,舟山群岛
粤渔3456,546.56,317.81,5.5,182,2025-06-20 12:29:00,流刺网,舟山群岛
粤渔3456,547.01,318.49,9.6,353,2025-06-20 12:56:00,流刺网,舟山群岛
粤渔3456,547.57,319.32,4.7,11,2025-06-20 13:33:00,流刺网,舟山群岛
粤渔3456,,,4.9,16,2025-06-20 14:00:00,流刺网,舟山群岛
粤渔3456,543.65,317.74,6.6,13,2025-06-20 14:28:00,流刺网,舟山群岛
粤渔3456,541.9,320.45,6.0,154,2025-06-20 15:02:00,流刺网,舟山群岛
粤渔3456,541.89,322.36,5.0,264,2025-06-20 15:30:00,流刺网,舟山群岛
粤渔3456,541.71,320.87,4.3,116,2025-06-20 16:05:00,流刺网,舟山群岛
粤渔3456,538.96,323.43,7.6,132,2025-06-20 16:26:00,流刺网,舟山群岛
粤渔3456,537.78,321.4,4.2,103,2025-06-20 16:55:00,流刺网,舟山群岛
粤渔3456,535.06,323.59,9.3,138,2025-06-20 17:34:00,流刺网,舟山群岛
粤渔3456,536.94,324.01,8.0,180,2025-06-20 18:03:00,流刺网,舟山群岛
粤渔3456,539.5,323.42,5.0,70,2025-06-20 18:32:00,流刺网,舟山群岛
粤渔3456,539.62,324.25,4.2,213,2025-06-20 19:03:00,流刺网,舟山群岛
粤渔3456,538.3,326.54,5.2,101,2025-06-20 19:26:00,流刺网,舟山群岛
粤渔3456,538.97,325.39,8.2,232,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,541.31,323.76,5.4,94,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,538.85,322.73,9.0,104,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,536.54,322.04,9.8,9,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,535.53,320.85,9.0,227,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,533.56,319.95,9.5,61,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,532.5,319.5,6.3,37,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,531.95,318.97,5.9,215,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,530.17,321.19,5.2,10,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,531.97,318.52,7.8,191,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,534.49,321.12,9.2,262,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,531.52,323.13,7.4,81,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,529.69,321.79,7.0,231,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,527.91,323.28,4.7,176,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,529.31,323.39,5.0,34,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,528.78,320.64,7.0,280,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,529.75,323.26,8.5,232,2025-06-20 20:00:00,流刺网,舟山群岛
粤渔3456,528.94,325.19,4.7,93,2025-06-20 20:00:00,流刺网,舟山群岛
闽渔9365,317.59,234.33,5.0,178,2025-06-03 04:01:00,流刺网,黄海中部
闽渔9365,320.58,234.58,4.0,95,2025-06-03 04:32:00,流刺网,黄海中部
闽渔9365,317.97,232.8,9.3,218,2025-06-03 04:55:00,流刺网,黄海中部
闽渔9365,320.25,230.95,6.6,229,2025-06-03 05:26:00,流刺网,黄海中部
闽渔9365,322.27,230.41,5.2,206,2025-06-03 06:01:00,流刺网,黄海中部
闽渔9365,321.41,231.25,7.2,271,2025-06-03 06:26:00,流刺网,黄海中部
闽渔9365,319.18,231.35,8.5,296,2025-06-03 06:57:00,流刺网,黄海中部
闽渔9365,318.24,231.17,7.4,145,2025-06-03 07:29:00,流刺网,黄海中部
闽渔9365,319.32,228.93,6.2,63,2025-06-03 08:01:00,流刺网,黄海中部
闽渔9365,321.59,230.08,8.4,90,2025-06-03 08:31:00,流刺网,黄海中部
闽渔9365,321.85,231.68,7.6,1,2025-06-03 08:59:00,流刺网,黄海中部
闽渔9365,320.61,230.2,7.3,200,2025-06-03 09:29:00,流刺网,黄海中部
闽渔9365,320.95,227.34,9.3,306,2025-06-03 09:57:00,流刺网,黄海中部
闽渔9365,322.98,224.97,9.6,83,2025-06-03 10:32:00,流刺网,黄海中部
闽渔9365,322.7,223.53,4.9,47,2025-06-03 10:56:00,流刺网,黄海中部
闽渔9365,319.96,223.7,9.0,107,2025-06-03 11:29:00,流刺网,黄海中部
闽渔9365,322.8,224.32,6.0,270,2025-06-03 11:59:00,流刺网,黄海中部
闽渔9365,322.84,221.69,6.8,182,2025-06-03 12:31:00,流刺网,黄海中部
闽渔9365,321.2,220.49,5.4,48,2025-06-03 12:57:00,流刺网,黄海中部
闽渔9365,318.23,218.77,8.5,217,2025-06-03 13:27:00,流刺网,黄海中部
闽渔9365,315.71,221.75,9.3,139,2025-06-03 13:57:00,流刺网,黄海中部
闽渔9365,313.09,220.88,9.3,31,2025-06-03 14:31:00,流刺网,黄海中部
闽渔9365,315.28,223.49,8.8,292,2025-06-03 14:57:00,流刺网,黄海中部
闽渔9365,314.77,220.58,6.9,178,2025-06-03 15:27:00,流刺网,黄海中部
闽渔9365,316.1,219.46,9.1,60,2025-06-03 15:58:00,流刺网,黄海中部
闽渔9365,315.3,219.22,8.2,114,2025-06-03 16:30:00,流刺网,黄海中部
闽渔9365,316.32,219.91,9.6,129,2025-06-03 17:02:00,流刺网,黄海中部
闽渔9365,316.39,219.96,37.6,146,2025-06-03 17:26:00,流刺网,黄海中部
闽渔9365,317.13,219.81,6.4,46,2025-06-03 18:03:00,流刺网,黄海中部
闽渔9365,319.94,220.6,9.0,245,2025-06-03 18:32:00,流刺网,黄海中部
闽渔9365,317.81,222.1,9.9,15,2025-06-03 18:55:00,流刺网,黄海中部
闽渔9365,319.64,220.37,5.8,114,2025-06-03 19:32:00,流刺网,黄海中部
闽渔9365,321.02,220.23,8.3,186,2025-06-03 19:58:00,流刺网,黄海中部
闽渔9365,323.4,218.59,5.8,51,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,325.95,220.47,6.7,242,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,325.59,221.17,8.6,80,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,322.88,222.12,7.5,77,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,320.32,224.59,6.7,77,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,322.76,223.19,8.1,338,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,322.59,224.05,9.2,170,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,322.37,223.32,30.9,292,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,323.99,223.51,5.1,76,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,322.08,223.62,6.0,310,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,322.22,225.82,8.2,244,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,320.63,228.47,6.1,190,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,322.97,230.29,9.7,8,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,324.49,231.25,7.5,87,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,322.96,233.97,7.8,140,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,324.12,235.97,4.1,160,2025-06-03 20:00:00,流刺网,黄海中部
闽渔9365,324.03,237.47,8.4,21,2025-06-03 20:00:00,流刺网,黄海中部
苏渔8319,543.66,314.46,5.3,282,2025-06-15 04:00:00,流刺网,舟山群岛
苏渔8319,543.94,314.27,6.0,17,2025-06-15 04:27:00,流刺网,舟山群岛
苏渔8319,543.69,314.79,6.8,177,2025-06-15 05:04:00,流刺网,舟山群岛
苏渔8319,545.97,317.07,7.9,119,2025-06-15 05:28:00,流刺网,舟山群岛
苏渔8319,543.14,315.8,5.6,221,2025-06-15 06:03:00,流刺网,舟山群岛
苏渔8319,541.14,317.48,8.6,64,2025-06-15 06:26:00,流刺网,舟山群岛
苏渔8319,538.23,316.13,6.2,356,2025-06-15 07:02:00,流刺网,舟山群岛
苏渔8319,537.1,316.76,5.2,297,2025-06-15 07:32:00,流刺网,舟山群岛
苏渔8319,537.98,316.99,4.5,300,2025-06-15 08:02:00,流刺网,舟山群岛
苏渔8319,540.65,318.16,8.1,290,2025-06-15 08:34:00,流刺网,舟山群岛
苏渔8319,539.17,315.63,6.4,2,2025-06-15 09:05:00,流刺网,舟山群岛
苏渔8319,537.83,312.99,5.6,90,2025-06-15 09:27:00,流刺网,舟山群岛
苏渔8319,539.15,310.49,9.4,332,2025-06-15 09:57:00,流刺网,舟山群岛
苏渔8319,538.37,307.56,6.4,336,2025-06-15 10:35:00,流刺网,舟山群岛
苏渔8319,535.55,306.24,8.9,67,2025-06-15 10:59:00,流刺网,舟山群岛
苏渔8319,532.63,305.86,8.6,278,2025-06-15 11:32:00,流刺网,舟山群岛
苏渔8319,535.17,303.11,9.1,153,2025-06-15 12:00:00,流刺网,舟山群岛
苏渔8319,537.44,302.37,5.4,354,2025-06-15 12:31:00,流刺网,舟山群岛
苏渔8319,538.95,304.49,8.0,242,2025-06-15 13:02:00,流刺网,舟山群岛
苏渔8319,538.15,307.27,7.1,207,2025-06-15 13:26:00,流刺网,舟山群岛
苏渔8319,536.01,307.44,5.5,192,2025-06-15 14:01:00,流刺网,舟山群岛
苏渔8319,533.4,310.36,9.9,111,2025-06-15 14:26:00,流刺网,舟山群岛
苏渔8319,534.01,312.61,7.9,129,2025-06-15 15:05:00,流刺网,舟山群岛
苏渔8319,531.09,314.1,4.7,96,2025-06-15 15:28:00,流刺网,舟山群岛
苏渔8319,528.24,314.96,5.6,119,2025-06-15 16:05:00,流刺网,舟山群岛
苏渔8319,530.26,314.81,9.2,359,2025-06-15 16:27:00,流刺网,舟山群岛
苏渔8319,531.12,316.24,6.7,125,2025-06-15 17:01:00,流刺网,舟山群岛
苏渔8319,532.15,318.95,7.6,91,2025-06-15 17:25:00,流刺网,舟山群岛
苏渔8319,529.21,319.52,9.6,163,2025-06-15 18:04:00,流刺网,舟山群岛
苏渔8319,526.28,320.03,9.2,261,2025-06-15 18:26:00,流刺网,舟山群岛
苏渔8319,526.37,318.63,8.9,169,2025-06-15 19:00:00,流刺网,舟山群岛
苏渔8319,524.56,320.76,7.9,287,2025-06-15 19:33:00,流刺网,舟山群岛
苏渔8319,527.09,318.99,8.3,35,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,525.65,320.49,9.7,299,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,524.07,321.41,6.8,72,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,526.83,319.09,7.7,325,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,526.44,322.06,8.1,17,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,529.13,321.06,5.4,5,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,530.61,318.26,7.2,42,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,529.29,316.8,8.4,57,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,532.23,316.11,5.0,135,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,530.1,318.62,6.6,50,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,532.41,319.23,7.5,61,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,531.66,319.54,7.4,179,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,529.47,318.29,4.4,77,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,527.22,321.11,9.3,260,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,527.13,319.91,8.4,79,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,526.53,322.89,5.8,257,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,529.17,325.88,9.7,319,2025-06-15 20:00:00,流刺网,舟山群岛
苏渔8319,527.65,324.82,4.6,275,2025-06-15 20:00:00,流刺网,舟山群岛
粤渔6317,501.8,220.26,10.1,217,2025-06-13 03:58:00,围网,东海近海
粤渔6317,499.26,223.25,9.6,227,2025-06-13 04:26:00,围网,东海近海
粤渔6317,500.48,220.98,10.9,138,2025-06-13 05:03:00,围网,东海近海
粤渔6317,500.59,220.16,12.0,97,2025-06-13 05:35:00,围网,东海近海
粤渔6317,501.72,218.2,12.7,174,2025-06-13 05:56:00,围网,东海近海
粤渔6317,499.7,220.0,9.3,261,2025-06-13 06:27:00,围网,东海近海
粤渔6317,498.11,221.46,13.5,78,2025-06-13 07:05:00,围网,东海近海
粤渔6317,497.96,222.26,9.3,127,2025-06-13 07:32:00,围网,东海近海
粤渔6317,498.68,220.42,14.2,52,2025-06-13 07:57:00,围网,东海近海
粤渔6317,499.13,223.26,10.3,256,2025-06-13 08:30:00,围网,东海近海
粤渔6317,501.52,222.29,10.5,36,2025-06-13 08:56:00,围网,东海近海
粤渔6317,498.79,224.96,14.6,165,2025-06-13 09:26:00,围网,东海近海
粤渔6317,497.07,227.28,12.2,5,2025-06-13 10:04:00,围网,东海近海
粤渔6317,497.75,228.82,13.7,33,2025-06-13 10:30:00,围网,东海近海
粤渔6317,494.87,231.05,8.3,35,2025-06-13 11:05:00,围网,东海近海
粤渔6317,497.8,228.96,12.4,117,2025-06-13 11:32:00,围网,东海近海
粤渔6317,,,29.1,4,2025-06-13 12:04:00,围网,东海近海
粤渔6317,496.55,225.26,12.4,165,2025-06-13 12:25:00,围网,东海近海
粤渔6317,494.36,224.01,12.7,338,2025-06-13 12:58:00,围网,东海近海
粤渔6317,494.47,222.92,13.5,249,2025-06-13 13:29:00,围网,东海近海
粤渔6317,495.79,225.41,29.8,182,2025-06-13 13:58:00,围网,东海近海
粤渔6317,496.1,226.39,11.4,202,2025-06-13 14:34:00,围网,东海近海
粤渔6317,495.31,225.65,10.9,14,2025-06-13 14:59:00,围网,东海近海
粤渔6317,496.81,226.57,10.0,214,2025-06-13 15:31:00,围网,东海近海
粤渔6317,493.93,228.6,14.8,74,2025-06-13 15:56:00,围网,东海近海
粤渔6317,493.42,230.45,10.3,312,2025-06-13 16:29:00,围网,东海近海
粤渔6317,491.24,229.76,14.5,90,2025-06-13 17:01:00,围网,东海近海
粤渔6317,489.11,232.51,9.4,302,2025-06-13 17:29:00,围网,东海近海
粤渔6317,490.27,230.54,9.4,44,2025-06-13 18:04:00,围网,东海近海
粤渔6317,493.05,232.81,10.8,251,2025-06-13 18:33:00,围网,东海近海
粤渔6317,493.05,230.26,8.0,183,2025-06-13 18:55:00,围网,东海近海
粤渔6317,493.19,229.52,9.9,162,2025-06-13 19:35:00,围网,东海近海
粤渔6317,494.43,228.43,10.2,287,2025-06-13 20:00:00,围网,东海近海
粤渔6317,496.01,225.93,14.7,187,2025-06-13 20:00:00,围网,东海近海
粤渔6317,494.84,223.6,9.7,4,2025-06-13 20:00:00,围网,东海近海
粤渔6317,495.12,222.53,13.7,189,2025-06-13 20:00:00,围网,东海近海
粤渔6317,496.91,220.88,9.9,111,2025-06-13 20:00:00,围网,东海近海
粤渔6317,497.93,222.22,13.6,41,2025-06-13 20:00:00,围网,东海近海
粤渔6317,496.02,223.9,12.1,303,2025-06-13 20:00:00,围网,东海近海
粤渔6317,493.75,226.47,8.1,220,2025-06-13 20:00:00,围网,东海近海
粤渔6317,494.37,225.52,12.0,323,2025-06-13 20:00:00,围网,东海近海
粤渔6317,493.83,223.88,14.4,303,2025-06-13 20:00:00,围网,东海近海
粤渔6317,496.42,225.56,12.0,332,2025-06-13 20:00:00,围网,东海近海
粤渔6317,499.2,225.1,11.8,223,2025-06-13 20:00:00,围网,东海近海
粤渔6317,499.85,224.01,8.8,82,2025-06-13 20:00:00,围网,东海近海
粤渔6317,500.36,223.81,9.2,277,2025-06-13 20:00:00,围网,东海近海
粤渔6317,497.74,224.53,8.1,113,2025-06-13 20:00:00,围网,东海近海
粤渔6317,499.37,222.74,11.4,30,2025-06-13 20:00:00,围网,东海近海
粤渔6317,500.57,223.46,14.7,85,2025-06-13 20:00:00,围网,东海近海
粤渔6317,500.0,221.28,13.2,149,2025-06-13 20:00:00,围网,东海近海
闽渔7596,132.54,323.74,2.7,88,2025-06-04 04:05:00,拖网,渤海湾
闽渔7596,132.02,324.65,3.4,81,2025-06-04 04:35:00,拖网,渤海湾
闽渔7596,134.62,327.46,5.0,155,2025-06-04 05:04:00,拖网,渤海湾
闽渔7596,134.47,325.35,2.8,329,2025-06-04 05:27:00,拖网,渤海湾
闽渔7596,137.27,325.79,3.7,188,2025-06-04 06:02:00,拖网,渤海湾
闽渔7596,137.9,328.51,5.6,206,2025-06-04 06:34:00,拖网,渤海湾
闽渔7596,139.72,327.59,4.0,141,2025-06-04 07:00:00,拖网,渤海湾
闽渔7596,142.26,329.22,2.5,249,2025-06-04 07:30:00,拖网,渤海湾
闽渔7596,139.42,330.77,4.1,243,2025-06-04 08:00:00,拖网,渤海湾
闽渔7596,138.48,328.88,2.6,352,2025-06-04 08:30:00,拖网,渤海湾
闽渔7596,139.55,331.63,4.0,152,2025-06-04 08:59:00,拖网,渤海湾
闽渔7596,137.78,331.34,3.7,297,2025-06-04 09:33:00,拖网,渤海湾
闽渔7596,139.07,330.56,4.9,112,2025-06-04 09:58:00,拖网,渤海湾
闽渔7596,141.44,333.43,5.9,56,2025-06-04 10:35:00,拖网,渤海湾
闽渔7596,141.14,335.04,2.1,204,2025-06-04 10:58:00,拖网,渤海湾
闽渔7596,140.75,332.65,5.0,199,2025-06-04 11:32:00,拖网,渤海湾
闽渔7596,142.56,333.4,5.0,340,2025-06-04 11:57:00,拖网,渤海湾
闽渔7596,141.08,330.61,5.0,33,2025-06-04 12:34:00,拖网,渤海湾
闽渔7596,143.85,329.04,2.2,122,2025-06-04 12:57:00,拖网,渤海湾
闽渔7596,141.84,329.74,5.7,173,2025-06-04 13:30:00,拖网,渤海湾
闽渔7596,139.83,332.02,3.1,138,2025-06-04 14:03:00,拖网,渤海湾
闽渔7596,137.15,334.22,2.3,9,2025-06-04 14:35:00,拖网,渤海湾
闽渔7596,136.68,333.33,2.4,329,2025-06-04 14:58:00,拖网,渤海湾
闽渔7596,134.05,331.37,5.9,358,2025-06-04 15:29:00,拖网,渤海湾
闽渔7596,132.3,329.11,3.5,92,2025-06-04 15:55:00,拖网,渤海湾
闽渔7596,134.11,328.73,4.0,70,2025-06-04 16:31:00,拖网,渤海湾
闽渔7596,136.74,329.84,3.8,220,2025-06-04 17:00:00,拖网,渤海湾
闽渔7596,137.15,329.8,5.0,216,2025-06-04 17:27:00,拖网,渤海湾
闽渔7596,134.48,332.43,3.5,273,2025-06-04 18:03:00,拖网,渤海湾
闽渔7596,132.48,333.1,2.7,245,2025-06-04 18:33:00,拖网,渤海湾
闽渔7596,130.66,330.72,2.6,173,2025-06-04 19:03:00,拖网,渤海湾
闽渔7596,133.07,333.67,2.5,220,2025-06-04 19:33:00,拖网,渤海湾
闽渔7596,131.32,334.03,2.8,272,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,133.73,332.53,2.6,227,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,134.28,333.84,5.1,66,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,132.0,332.54,5.5,222,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,130.18,334.07,4.5,348,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,127.23,335.73,4.7,140,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,127.52,336.1,5.9,172,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,127.47,339.08,2.8,316,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,129.18,339.1,3.8,88,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,130.53,341.15,3.3,220,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,129.57,342.05,3.7,85,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,129.78,339.81,2.4,137,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,131.87,340.43,2.4,51,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,132.96,337.75,2.2,54,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,131.76,336.95,5.5,276,2025-06-04 20:00:00,拖网,渤海湾
闽渔7596,129.18,337.06,3.2,276,2025-06-04 20:00:00,拖网,渤海湾
